timestamp,motor_current_A,wheel_rpm,imu_accel_g,battery_soc,temp_motor_C
2026-08-24T22:00:36,2.274,122.4,1.0016,0.9493,35.5
2026-08-24T22:00:37,2.305,123.4,0.9962,0.9492,35.5
2026-08-24T22:00:38,2.319,122.2,0.9956,0.9492,35.5
2026-08-24T22:00:39,2.292,122.6,1.0011,0.9492,35.6
2026-08-24T22:00:40,2.335,123.5,1.0030,0.9492,35.6
2026-08-24T22:00:41,2.305,123.0,1.0005,0.9492,35.7
2026-08-24T22:00:42,2.326,123.1,0.9960,0.9491,35.7
2026-08-24T22:00:43,2.306,122.8,0.9960,0.9491,35.8
2026-08-24T22:00:44,2.343,122.6,1.0066,0.9491,35.8
2026-08-24T22:00:45,2.350,123.2,0.9984,0.9491,35.8
2026-08-24T22:00:46,2.327,123.8,1.0011,0.9491,35.9
2026-08-24T22:00:47,2.319,122.5,1.0040,0.9490,35.9
2026-08-24T22:00:48,2.352,122.7,0.9957,0.9490,35.9
2026-08-24T22:00:49,2.341,124.2,1.0003,0.9490,36.0
2026-08-24T22:00:50,2.349,122.6,1.0092,0.9490,36.0
2026-08-24T22:00:51,2.360,124.3,0.9958,0.9490,36.0
2026-08-24T22:00:52,2.383,123.7,0.9952,0.9489,36.0
2026-08-24T22:00:53,2.378,124.1,0.9957,0.9489,36.0
2026-08-24T22:00:54,2.378,123.9,0.9918,0.9489,36.1
2026-08-24T22:00:55,2.345,124.7,1.0006,0.9489,36.1
2026-08-24T22:00:56,2.378,124.2,0.9997,0.9489,36.2
2026-08-24T22:00:57,2.390,124.7,1.0016,0.9488,36.2
2026-08-24T22:00:58,2.394,123.8,1.0075,0.9488,36.2
2026-08-24T22:00:59,2.373,124.5,0.9974,0.9488,36.2
2026-08-24T22:01:00,2.404,123.7,0.9968,0.9488,36.3
2026-08-24T22:01:01,2.387,123.5,0.9950,0.9488,36.3
2026-08-24T22:01:02,2.383,123.1,1.0033,0.9487,36.3
2026-08-24T22:01:03,2.400,124.7,0.9904,0.9487,36.3
2026-08-24T22:01:04,2.364,124.9,0.9976,0.9487,36.3
2026-08-24T22:01:05,2.379,124.8,0.9950,0.9487,36.4
2026-08-24T22:01:06,2.397,124.1,0.9994,0.9487,36.4
2026-08-24T22:01:07,2.381,123.6,0.9938,0.9486,36.5
2026-08-24T22:01:08,2.381,124.4,1.0044,0.9486,36.5
2026-08-24T22:01:09,2.391,123.5,0.9951,0.9486,36.6
2026-08-24T22:01:10,2.416,125.0,1.0017,0.9486,36.6
2026-08-24T22:01:11,2.384,124.8,0.9951,0.9486,36.7
2026-08-24T22:01:12,2.385,124.0,1.0090,0.9485,36.7
2026-08-24T22:01:13,2.386,124.9,0.9913,0.9485,36.7
2026-08-24T22:01:14,2.392,125.0,1.0028,0.9485,36.7
2026-08-24T22:01:15,2.422,123.8,0.9964,0.9485,36.7
2026-08-24T22:01:16,2.379,124.7,1.0055,0.9485,36.7
2026-08-24T22:01:17,2.415,124.2,1.0068,0.9484,36.8
2026-08-24T22:01:18,2.394,125.3,1.0076,0.9484,36.8
2026-08-24T22:01:19,2.395,124.9,1.0065,0.9484,36.8
2026-08-24T22:01:20,2.401,124.5,0.9935,0.9484,36.8
2026-08-24T22:01:21,2.399,125.0,0.9907,0.9484,36.9
2026-08-24T22:01:22,2.379,124.7,1.0059,0.9483,37.0
2026-08-24T22:01:23,2.411,125.5,0.9962,0.9483,37.0
2026-08-24T22:01:24,2.406,125.0,1.0079,0.9483,37.0
2026-08-24T22:01:25,2.412,125.4,0.9934,0.9483,37.1
2026-08-24T22:01:26,2.419,125.8,1.0094,0.9483,37.1
2026-08-24T22:01:27,2.390,125.4,1.0055,0.9482,37.1
2026-08-24T22:01:28,2.402,125.6,1.0012,0.9482,37.2
2026-08-24T22:01:29,2.408,125.4,1.0060,0.9482,37.2
2026-08-24T22:01:30,2.378,125.1,1.0087,0.9482,37.2
2026-08-24T22:01:31,2.392,125.7,1.0067,0.9482,37.3
2026-08-24T22:01:32,2.404,125.0,1.0040,0.9481,37.4
2026-08-24T22:01:33,2.363,124.0,0.9915,0.9481,37.4
2026-08-24T22:01:34,2.406,124.8,1.0069,0.9481,37.5
2026-08-24T22:01:35,2.392,125.2,1.0028,0.9481,37.5
2026-08-24T22:01:36,2.368,124.0,0.9904,0.9481,37.5
2026-08-24T22:01:37,2.362,125.2,1.0076,0.9480,37.5
2026-08-24T22:01:38,2.389,125.9,1.0050,0.9480,37.5
2026-08-24T22:01:39,2.394,125.1,1.0046,0.9480,37.5
2026-08-24T22:01:40,2.397,124.3,0.9900,0.9480,37.5
2026-08-24T22:01:41,2.368,125.5,1.0003,0.9480,37.5
2026-08-24T22:01:42,2.362,125.8,0.9993,0.9479,37.5
2026-08-24T22:01:43,2.376,124.5,1.0015,0.9479,37.5
2026-08-24T22:01:44,2.387,125.5,0.9934,0.9479,37.6
2026-08-24T22:01:45,2.344,124.9,0.9993,0.9479,37.5
2026-08-24T22:01:46,2.332,125.9,0.9943,0.9479,37.6
2026-08-24T22:01:47,2.368,124.9,1.0055,0.9478,37.6
2026-08-24T22:01:48,2.352,125.2,0.9914,0.9478,37.6
2026-08-24T22:01:49,2.324,124.2,1.0086,0.9478,37.6
2026-08-24T22:01:50,2.336,126.0,1.0092,0.9478,37.7
2026-08-24T22:01:51,2.338,125.2,0.9994,0.9478,37.7
2026-08-24T22:01:52,2.346,125.6,0.9981,0.9478,37.7
2026-08-24T22:01:53,2.316,124.5,1.0023,0.9477,37.7
2026-08-24T22:01:54,2.315,124.2,0.9963,0.9477,37.7
2026-08-24T22:01:55,2.327,124.5,1.0007,0.9477,37.8
2026-08-24T22:01:56,2.334,124.4,1.0002,0.9477,37.7
2026-08-24T22:01:57,2.322,124.4,1.0027,0.9477,37.7
2026-08-24T22:01:58,2.335,125.7,0.9993,0.9476,37.8
2026-08-24T22:01:59,2.318,125.1,1.0018,0.9476,37.8
2026-08-24T22:02:00,2.282,124.0,0.9973,0.9476,37.8
2026-08-24T22:02:01,2.299,124.0,0.9970,0.9476,37.8
2026-08-24T22:02:02,2.286,124.1,1.0015,0.9476,37.9
2026-08-24T22:02:03,2.307,124.7,1.0027,0.9475,37.9
2026-08-24T22:02:04,2.298,125.2,1.0044,0.9475,37.9
2026-08-24T22:02:05,2.294,125.1,1.0053,0.9475,37.9
2026-08-24T22:02:06,2.299,125.6,0.9906,0.9475,37.9
2026-08-24T22:02:07,2.277,124.5,1.0024,0.9475,37.8
2026-08-24T22:02:08,2.275,124.6,1.0014,0.9474,37.8
2026-08-24T22:02:09,2.280,124.2,0.9959,0.9474,37.9
2026-08-24T22:02:10,2.232,123.9,0.9992,0.9474,37.9
2026-08-24T22:02:11,2.249,125.2,1.0025,0.9474,37.9
2026-08-24T22:02:12,2.222,124.8,1.0029,0.9474,37.9
2026-08-24T22:02:13,2.251,123.6,0.9956,0.9473,37.9
2026-08-24T22:02:14,2.221,124.4,0.9921,0.9473,37.9
2026-08-24T22:02:15,2.207,123.7,1.0080,0.9473,37.9
2026-08-24T22:02:16,2.222,123.9,0.9902,0.9473,37.9
2026-08-24T22:02:17,2.235,124.2,1.0098,0.9473,37.9
2026-08-24T22:02:18,2.199,124.0,1.0056,0.9472,37.9
2026-08-24T22:02:19,2.205,123.6,1.0077,0.9472,37.9
2026-08-24T22:02:20,2.206,124.1,1.0019,0.9472,37.9
2026-08-24T22:02:21,2.173,123.6,1.0078,0.9472,37.9
2026-08-24T22:02:22,2.181,123.8,1.0024,0.9472,38.0
2026-08-24T22:02:23,2.187,124.1,1.0030,0.9471,38.0
2026-08-24T22:02:24,2.171,123.4,1.0086,0.9471,37.9
2026-08-24T22:02:25,2.170,124.4,0.9917,0.9471,37.9
2026-08-24T22:02:26,2.155,125.0,1.0090,0.9471,37.9
2026-08-24T22:02:27,2.164,123.6,1.0028,0.9471,37.9
2026-08-24T22:02:28,2.177,124.3,1.0053,0.9470,37.8
2026-08-24T22:02:29,2.134,123.7,1.0014,0.9470,37.8
2026-08-24T22:02:30,2.163,123.0,1.0018,0.9470,37.8
2026-08-24T22:02:31,2.126,124.0,0.9997,0.9470,37.8
2026-08-24T22:02:32,2.152,123.4,1.0058,0.9470,37.8
2026-08-24T22:02:33,2.136,123.9,0.9983,0.9469,37.7
2026-08-24T22:02:34,2.097,124.0,0.9983,0.9469,37.7
2026-08-24T22:02:35,2.103,124.0,0.9928,0.9469,37.6
2026-08-24T22:02:36,2.110,122.6,1.0005,0.9469,37.6
2026-08-24T22:02:37,2.085,124.2,1.0028,0.9469,37.6
2026-08-24T22:02:38,2.104,122.9,0.9993,0.9468,37.6
2026-08-24T22:02:39,2.103,123.6,0.9982,0.9468,37.6
2026-08-24T22:02:40,2.085,124.3,0.9937,0.9468,37.6
2026-08-24T22:02:41,2.061,123.4,1.0043,0.9468,37.6
2026-08-24T22:02:42,2.078,124.2,0.9961,0.9468,37.5
2026-08-24T22:02:43,2.054,123.1,1.0033,0.9467,37.5
2026-08-24T22:02:44,2.035,122.9,0.9997,0.9467,37.5
2026-08-24T22:02:45,2.060,123.9,0.9990,0.9467,37.5
2026-08-24T22:02:46,2.056,123.1,1.0078,0.9467,37.5
2026-08-24T22:02:47,2.056,122.2,0.9921,0.9467,37.5
2026-08-24T22:02:48,2.043,122.0,0.9972,0.9466,37.5
2026-08-24T22:02:49,2.010,122.6,0.9992,0.9466,37.5
2026-08-24T22:02:50,2.008,123.5,1.0016,0.9466,37.4
2026-08-24T22:02:51,2.038,123.6,1.0044,0.9466,37.4
2026-08-24T22:02:52,2.014,122.8,1.0046,0.9466,37.5
2026-08-24T22:02:53,1.985,122.3,0.9972,0.9465,37.5
2026-08-24T22:02:54,2.001,121.7,0.9929,0.9465,37.5
2026-08-24T22:02:55,1.980,122.0,0.9955,0.9465,37.5
2026-08-24T22:02:56,1.968,122.3,0.9900,0.9465,37.4
2026-08-24T22:02:57,1.979,122.7,0.9927,0.9465,37.5
2026-08-24T22:02:58,1.997,122.3,0.9929,0.9464,37.4
2026-08-24T22:02:59,1.993,123.0,1.0045,0.9464,37.4
2026-08-24T22:03:00,1.975,122.4,1.0096,0.9464,37.4
2026-08-24T22:03:01,1.941,121.6,1.0091,0.9464,37.5
2026-08-24T22:03:02,1.962,122.2,0.9934,0.9464,37.5
2026-08-24T22:03:03,1.973,122.5,0.9963,0.9463,37.5
2026-08-24T22:03:04,1.946,122.0,1.0000,0.9463,37.5
2026-08-24T22:03:05,1.948,122.1,0.9953,0.9463,37.5
2026-08-24T22:03:06,1.957,121.7,1.0085,0.9463,37.5
2026-08-24T22:03:07,1.909,121.7,1.0035,0.9463,37.5
2026-08-24T22:03:08,1.914,121.2,1.0076,0.9463,37.5
2026-08-24T22:03:09,1.916,121.6,1.0079,0.9462,37.5
2026-08-24T22:03:10,1.914,122.1,0.9923,0.9462,37.6
2026-08-24T22:03:11,1.893,120.8,0.9968,0.9462,37.6
2026-08-24T22:03:12,1.908,121.2,0.9965,0.9462,37.6
2026-08-24T22:03:13,1.882,120.4,1.0063,0.9462,37.6
2026-08-24T22:03:14,1.902,121.6,0.9953,0.9461,37.6
2026-08-24T22:03:15,1.911,121.0,1.0020,0.9461,37.6
2026-08-24T22:03:16,1.880,121.6,1.0006,0.9461,37.6
2026-08-24T22:03:17,1.884,120.6,1.0019,0.9461,37.6
2026-08-24T22:03:18,1.860,120.5,0.9943,0.9460,37.6
2026-08-24T22:03:19,1.866,120.3,1.0044,0.9460,37.6
2026-08-24T22:03:20,1.861,120.0,0.9947,0.9460,37.5
2026-08-24T22:03:21,1.872,120.8,0.9923,0.9460,37.6
2026-08-24T22:03:22,1.846,120.2,1.0098,0.9460,37.6
2026-08-24T22:03:23,1.859,120.5,0.9982,0.9460,37.6
2026-08-24T22:03:24,1.865,121.2,0.9961,0.9459,37.7
2026-08-24T22:03:25,1.860,121.1,0.9992,0.9459,37.6
2026-08-24T22:03:26,1.844,119.3,0.9994,0.9459,37.7
2026-08-24T22:03:27,1.851,120.3,1.0045,0.9459,37.7
2026-08-24T22:03:28,1.838,120.2,1.0055,0.9459,37.7
2026-08-24T22:03:29,1.826,120.1,1.0015,0.9458,37.7
2026-08-24T22:03:30,1.819,120.7,1.0046,0.9458,37.7
2026-08-24T22:03:31,1.818,120.4,0.9997,0.9458,37.8
2026-08-24T22:03:32,1.830,120.3,1.0072,0.9458,37.8
2026-08-24T22:03:33,1.835,119.3,0.9939,0.9458,37.8
2026-08-24T22:03:34,1.847,119.2,1.0001,0.9457,37.8
2026-08-24T22:03:35,1.823,120.1,0.9973,0.9457,37.8
2026-08-24T22:03:36,1.842,119.4,0.9922,0.9457,37.8
2026-08-24T22:03:37,1.804,120.1,1.0063,0.9457,37.8
2026-08-24T22:03:38,1.807,120.2,0.9955,0.9457,37.7
2026-08-24T22:03:39,1.803,118.5,0.9998,0.9456,37.8
2026-08-24T22:03:40,1.798,118.3,0.9964,0.9456,37.8
2026-08-24T22:03:41,1.822,118.6,1.0099,0.9456,37.8
2026-08-24T22:03:42,1.787,118.3,0.9949,0.9456,37.8
2026-08-24T22:03:43,1.833,119.7,1.0018,0.9456,37.9
2026-08-24T22:03:44,1.794,118.9,1.0093,0.9455,37.9
2026-08-24T22:03:45,1.786,119.1,0.9909,0.9455,37.9
2026-08-24T22:03:46,1.797,118.8,1.0100,0.9455,37.9
2026-08-24T22:03:47,1.819,118.8,1.0031,0.9455,38.0
2026-08-24T22:03:48,1.779,117.9,1.0040,0.9455,38.0
2026-08-24T22:03:49,1.827,118.8,1.0090,0.9454,38.0
2026-08-24T22:03:50,1.819,118.0,0.9984,0.9454,38.0
2026-08-24T22:03:51,1.781,119.0,1.0016,0.9454,38.0
2026-08-24T22:03:52,1.795,118.4,1.0077,0.9454,38.1
2026-08-24T22:03:53,1.806,119.2,0.9943,0.9453,38.1
2026-08-24T22:03:54,1.802,118.4,0.9901,0.9453,38.1
2026-08-24T22:03:55,1.789,118.9,0.9936,0.9453,38.0
2026-08-24T22:03:56,1.798,118.3,0.9998,0.9453,38.0
2026-08-24T22:03:57,1.811,117.7,1.0020,0.9453,38.0
2026-08-24T22:03:58,1.824,117.0,0.9962,0.9452,38.0
2026-08-24T22:03:59,1.790,117.2,1.0066,0.9452,38.1
2026-08-24T22:04:00,1.812,118.1,0.9959,0.9452,38.1
2026-08-24T22:04:01,1.823,118.1,0.9950,0.9452,38.1
2026-08-24T22:04:02,1.786,118.5,0.9961,0.9452,38.2
2026-08-24T22:04:03,1.812,117.3,0.9978,0.9451,38.2
2026-08-24T22:04:04,1.806,118.2,1.0078,0.9451,38.3
2026-08-24T22:04:05,1.811,118.3,0.9961,0.9451,38.3
2026-08-24T22:04:06,1.803,117.6,1.0030,0.9451,38.3
2026-08-24T22:04:07,1.801,116.4,1.0002,0.9451,38.3
2026-08-24T22:04:08,1.823,116.6,1.0028,0.9451,38.3
2026-08-24T22:04:09,1.809,117.1,0.9918,0.9450,38.3
2026-08-24T22:04:10,1.820,117.1,1.0059,0.9450,38.4
2026-08-24T22:04:11,1.813,118.0,1.0042,0.9450,38.4
2026-08-24T22:04:12,1.819,117.1,1.0068,0.9450,38.4
2026-08-24T22:04:13,1.826,117.3,1.0074,0.9450,38.4
2026-08-24T22:04:14,1.822,117.0,0.9926,0.9449,38.5
2026-08-24T22:04:15,1.845,116.3,1.0011,0.9449,38.5
2026-08-24T22:04:16,1.843,117.4,0.9975,0.9449,38.5
2026-08-24T22:04:17,1.820,117.6,1.0001,0.9449,38.5
2026-08-24T22:04:18,1.821,117.2,0.9941,0.9449,38.5
2026-08-24T22:04:19,1.829,116.2,0.9917,0.9448,38.5
2026-08-24T22:04:20,1.813,116.4,1.0044,0.9448,38.6
2026-08-24T22:04:21,1.843,115.6,0.9950,0.9448,38.6
2026-08-24T22:04:22,1.853,116.6,0.9935,0.9448,38.6
2026-08-24T22:04:23,1.831,116.4,0.9949,0.9448,38.6
2026-08-24T22:04:24,1.832,116.7,1.0068,0.9447,38.6
2026-08-24T22:04:25,1.872,115.5,1.0026,0.9447,38.6
2026-08-24T22:04:26,1.864,117.0,1.0071,0.9447,38.6
2026-08-24T22:04:27,1.848,116.6,1.0015,0.9447,38.6
2026-08-24T22:04:28,1.851,117.1,1.0095,0.9447,38.6
2026-08-24T22:04:29,1.871,115.7,0.9931,0.9446,38.6
2026-08-24T22:04:30,1.890,116.3,0.9960,0.9446,38.6
2026-08-24T22:04:31,1.847,115.6,0.9928,0.9446,38.6
2026-08-24T22:04:32,1.898,116.6,0.9910,0.9446,38.6
2026-08-24T22:04:33,1.860,116.1,1.0035,0.9445,38.6
2026-08-24T22:04:34,1.885,115.4,0.9949,0.9445,38.6
2026-08-24T22:04:35,1.906,115.0,0.9958,0.9445,38.6
2026-08-24T22:04:36,1.906,114.8,1.0009,0.9445,38.6
2026-08-24T22:04:37,1.889,116.7,1.0040,0.9445,38.6
2026-08-24T22:04:38,1.925,116.3,0.9937,0.9444,38.6
2026-08-24T22:04:39,1.911,116.2,0.9971,0.9444,38.6
2026-08-24T22:04:40,1.934,115.3,0.9920,0.9444,38.6
2026-08-24T22:04:41,1.930,116.4,0.9923,0.9444,38.6
2026-08-24T22:04:42,1.937,115.3,0.9985,0.9444,38.6
2026-08-24T22:04:43,1.914,116.4,0.9947,0.9444,38.6
2026-08-24T22:04:44,1.925,114.7,1.0049,0.9443,38.6
2026-08-24T22:04:45,1.935,114.8,0.9921,0.9443,38.6
2026-08-24T22:04:46,1.942,114.7,1.0001,0.9443,38.5
2026-08-24T22:04:47,1.945,115.1,0.9994,0.9443,38.6
2026-08-24T22:04:48,1.931,114.6,1.0079,0.9442,38.5
2026-08-24T22:04:49,1.964,115.0,1.0076,0.9442,38.5
2026-08-24T22:04:50,1.974,116.3,1.0065,0.9442,38.5
2026-08-24T22:04:51,1.986,114.6,1.0047,0.9442,38.5
2026-08-24T22:04:52,1.986,115.7,0.9921,0.9442,38.5
2026-08-24T22:04:53,1.967,115.9,0.9944,0.9441,38.5
2026-08-24T22:04:54,1.980,115.2,1.0024,0.9441,38.6
2026-08-24T22:04:55,1.967,115.7,1.0054,0.9441,38.6
2026-08-24T22:04:56,2.002,115.7,0.9938,0.9441,38.6
2026-08-24T22:04:57,1.989,114.9,0.9934,0.9441,38.5
2026-08-24T22:04:58,1.981,116.0,0.9979,0.9440,38.5
2026-08-24T22:04:59,2.021,114.7,0.9946,0.9440,38.4
2026-08-24T22:05:00,2.035,116.0,0.9958,0.9440,38.4
2026-08-24T22:05:01,1.999,115.7,1.0053,0.9440,38.3
2026-08-24T22:05:02,2.025,114.2,1.0028,0.9440,38.3
2026-08-24T22:05:03,2.023,115.1,1.0001,0.9439,38.3
2026-08-24T22:05:04,2.033,114.8,1.0085,0.9439,38.3
2026-08-24T22:05:05,2.041,115.6,0.9975,0.9439,38.3
2026-08-24T22:05:06,2.041,116.0,1.0003,0.9439,38.2
2026-08-24T22:05:07,2.052,115.7,1.0056,0.9439,38.2
2026-08-24T22:05:08,2.055,115.6,0.9918,0.9438,38.1
2026-08-24T22:05:09,2.077,114.8,1.0070,0.9438,38.1
2026-08-24T22:05:10,2.086,115.8,1.0089,0.9438,38.1
2026-08-24T22:05:11,2.092,115.3,1.0099,0.9438,38.1
2026-08-24T22:05:12,2.065,115.2,1.0012,0.9438,38.0
2026-08-24T22:05:13,2.073,114.1,0.9951,0.9437,38.0
2026-08-24T22:05:14,2.121,114.5,0.9916,0.9437,38.0
2026-08-24T22:05:15,2.100,114.4,1.0067,0.9437,38.0
2026-08-24T22:05:16,2.115,114.9,0.9995,0.9437,38.0
2026-08-24T22:05:17,2.134,115.3,0.9953,0.9437,38.0
2026-08-24T22:05:18,2.140,114.3,1.0048,0.9436,38.0
2026-08-24T22:05:19,2.112,114.8,1.0019,0.9436,37.9
2026-08-24T22:05:20,2.141,114.6,0.9950,0.9436,37.9
2026-08-24T22:05:21,2.155,115.8,1.0095,0.9436,37.9
2026-08-24T22:05:22,2.131,114.9,0.9914,0.9436,37.8
2026-08-24T22:05:23,2.176,114.7,0.9939,0.9435,37.8
2026-08-24T22:05:24,2.140,114.4,1.0044,0.9435,37.8
2026-08-24T22:05:25,2.168,115.4,0.9939,0.9435,37.8
2026-08-24T22:05:26,2.176,115.9,0.9966,0.9435,37.8
2026-08-24T22:05:27,2.163,114.9,1.0045,0.9435,37.8
2026-08-24T22:05:28,2.170,114.4,1.0049,0.9434,37.8
2026-08-24T22:05:29,2.197,114.8,1.0074,0.9434,37.8
2026-08-24T22:05:30,2.180,115.0,1.0015,0.9434,37.7
2026-08-24T22:05:31,2.200,115.5,0.9917,0.9434,37.7
2026-08-24T22:05:32,2.206,114.6,1.0052,0.9434,37.8
2026-08-24T22:05:33,2.188,115.2,0.9918,0.9433,37.8
2026-08-24T22:05:34,2.201,115.3,0.9979,0.9433,37.8
2026-08-24T22:05:35,2.213,114.3,1.0084,0.9433,37.8
2026-08-24T22:05:36,2.224,115.7,0.9979,0.9433,37.8
2026-08-24T22:05:37,2.241,115.1,1.0070,0.9433,37.8
2026-08-24T22:05:38,2.239,115.7,0.9948,0.9432,37.8
2026-08-24T22:05:39,2.255,115.9,1.0074,0.9432,37.8
2026-08-24T22:05:40,2.239,115.3,1.0064,0.9432,37.7
2026-08-24T22:05:41,2.240,114.9,0.9909,0.9432,37.8
2026-08-24T22:05:42,2.279,114.7,1.0084,0.9432,37.8
2026-08-24T22:05:43,2.249,115.2,1.0041,0.9431,37.8
2026-08-24T22:05:44,2.255,116.3,1.0078,0.9431,37.8
2026-08-24T22:05:45,2.262,115.6,0.9962,0.9431,37.8
2026-08-24T22:05:46,2.258,116.3,1.0072,0.9431,37.8
2026-08-24T22:05:47,2.306,115.7,1.0092,0.9431,37.9
2026-08-24T22:05:48,2.291,115.8,1.0008,0.9430,37.9
2026-08-24T22:05:49,2.271,116.3,0.9911,0.9430,37.9
2026-08-24T22:05:50,2.297,116.7,1.0017,0.9430,37.9
2026-08-24T22:05:51,2.298,115.7,1.0076,0.9430,37.9
2026-08-24T22:05:52,2.300,114.8,1.0091,0.9430,37.9
2026-08-24T22:05:53,2.301,116.4,0.9918,0.9429,37.9
2026-08-24T22:05:54,2.301,116.3,1.0071,0.9429,37.9
2026-08-24T22:05:55,2.321,116.7,1.0008,0.9429,37.8
2026-08-24T22:05:56,2.331,115.2,0.9909,0.9429,37.9
2026-08-24T22:05:57,2.348,115.2,0.9944,0.9429,37.9
2026-08-24T22:05:58,2.341,116.1,0.9905,0.9428,37.9
2026-08-24T22:05:59,2.315,115.9,1.0019,0.9428,37.9
2026-08-24T22:06:00,2.347,115.3,0.9958,0.9428,37.9
2026-08-24T22:06:01,2.323,117.0,1.0044,0.9428,37.9
2026-08-24T22:06:02,2.356,115.8,1.0011,0.9428,37.9
2026-08-24T22:06:03,2.341,115.8,1.0063,0.9427,37.9
2026-08-24T22:06:04,2.364,116.2,1.0036,0.9427,37.9
2026-08-24T22:06:05,2.345,116.8,0.9964,0.9427,37.9
2026-08-24T22:06:06,2.362,116.7,1.0023,0.9427,38.0
2026-08-24T22:06:07,2.371,117.5,1.0005,0.9427,38.0
2026-08-24T22:06:08,2.386,117.0,0.9965,0.9426,38.0
2026-08-24T22:06:09,2.343,117.5,1.0061,0.9426,38.1
2026-08-24T22:06:10,2.363,117.4,0.9966,0.9426,38.1
2026-08-24T22:06:11,2.355,117.1,0.9908,0.9426,38.1
2026-08-24T22:06:12,2.373,116.0,0.9908,0.9426,38.2
2026-08-24T22:06:13,2.355,117.1,0.9925,0.9425,38.2
2026-08-24T22:06:14,2.377,117.7,1.0011,0.9425,38.2
2026-08-24T22:06:15,2.399,116.8,1.0027,0.9425,38.2
2026-08-24T22:06:16,2.398,116.2,1.0036,0.9425,38.2
2026-08-24T22:06:17,2.396,117.5,0.9904,0.9425,38.2
2026-08-24T22:06:18,2.377,117.7,0.9965,0.9425,38.2
2026-08-24T22:06:19,2.401,116.4,1.0059,0.9424,38.3
2026-08-24T22:06:20,2.414,116.6,0.9998,0.9424,38.3
2026-08-24T22:06:21,2.370,117.3,1.0048,0.9424,38.3
2026-08-24T22:06:22,2.387,117.8,1.0019,0.9424,38.4
2026-08-24T22:06:23,2.389,117.1,0.9921,0.9423,38.4
2026-08-24T22:06:24,2.396,116.7,0.9938,0.9423,38.4
2026-08-24T22:06:25,2.417,116.6,0.9949,0.9423,38.4
2026-08-24T22:06:26,2.399,118.1,0.9928,0.9423,38.4
2026-08-24T22:06:27,2.384,117.9,1.0072,0.9423,38.4
2026-08-24T22:06:28,2.408,118.2,0.9987,0.9422,38.4
2026-08-24T22:06:29,2.387,118.7,0.9976,0.9422,38.4
2026-08-24T22:06:30,2.395,118.2,0.9957,0.9422,38.4
2026-08-24T22:06:31,2.401,117.3,1.0008,0.9422,38.5
2026-08-24T22:06:32,2.379,117.5,0.9900,0.9422,38.5
2026-08-24T22:06:33,2.403,117.4,0.9987,0.9421,38.5
2026-08-24T22:06:34,2.384,118.9,0.9985,0.9421,38.4
2026-08-24T22:06:35,2.408,118.1,0.9999,0.9421,38.5
2026-08-24T22:06:36,2.401,119.3,1.0098,0.9421,38.6
